"method","model_name","sigma2","n","rep","selected_model_id","selected_size","true_model_id","correct"
"cv","model2",4,40,37,14,4,14,1
"cv_1se","model2",4,40,37,14,4,14,1
"cvc","model2",4,40,37,14,4,14,1
"ncv1","model2",4,40,37,14,4,14,1
"ncv2","model2",4,40,37,14,4,14,1
"ncv3","model2",4,40,37,14,4,14,1
"cv","model2",4,40,38,14,4,14,1
"cv_1se","model2",4,40,38,14,4,14,1
"cvc","model2",4,40,38,14,4,14,1
"ncv1","model2",4,40,38,14,4,14,1
"ncv2","model2",4,40,38,14,4,14,1
"ncv3","model2",4,40,38,14,4,14,1
"cv","model2",4,40,39,14,4,14,1
"cv_1se","model2",4,40,39,14,4,14,1
"cvc","model2",4,40,39,14,4,14,1
"ncv1","model2",4,40,39,14,4,14,1
"ncv2","model2",4,40,39,14,4,14,1
"ncv3","model2",4,40,39,14,4,14,1
"cv","model2",4,40,40,16,5,14,0
"cv_1se","model2",4,40,40,14,4,14,1
"cvc","model2",4,40,40,14,4,14,1
"ncv1","model2",4,40,40,14,4,14,1
"ncv2","model2",4,40,40,16,5,14,0
"ncv3","model2",4,40,40,14,4,14,1
"cv","model2",4,40,41,14,4,14,1
"cv_1se","model2",4,40,41,14,4,14,1
"cvc","model2",4,40,41,14,4,14,1
"ncv1","model2",4,40,41,14,4,14,1
"ncv2","model2",4,40,41,14,4,14,1
"ncv3","model2",4,40,41,14,4,14,1
"cv","model2",4,40,42,16,5,14,0
"cv_1se","model2",4,40,42,14,4,14,1
"cvc","model2",4,40,42,14,4,14,1
"ncv1","model2",4,40,42,14,4,14,1
"ncv2","model2",4,40,42,14,4,14,1
"ncv3","model2",4,40,42,14,4,14,1
"cv","model2",4,40,43,14,4,14,1
"cv_1se","model2",4,40,43,14,4,14,1
"cvc","model2",4,40,43,14,4,14,1
"ncv1","model2",4,40,43,14,4,14,1
"ncv2","model2",4,40,43,14,4,14,1
"ncv3","model2",4,40,43,14,4,14,1
"cv","model2",4,40,44,14,4,14,1
"cv_1se","model2",4,40,44,14,4,14,1
"cvc","model2",4,40,44,14,4,14,1
"ncv1","model2",4,40,44,14,4,14,1
"ncv2","model2",4,40,44,14,4,14,1
"ncv3","model2",4,40,44,14,4,14,1
"cv","model2",4,40,45,16,5,14,0
"cv_1se","model2",4,40,45,14,4,14,1
"cvc","model2",4,40,45,14,4,14,1
"ncv1","model2",4,40,45,14,4,14,1
"ncv2","model2",4,40,45,16,5,14,0
"ncv3","model2",4,40,45,14,4,14,1
"cv","model2",4,40,46,14,4,14,1
"cv_1se","model2",4,40,46,14,4,14,1
"cvc","model2",4,40,46,14,4,14,1
"ncv1","model2",4,40,46,14,4,14,1
"ncv2","model2",4,40,46,14,4,14,1
"ncv3","model2",4,40,46,14,4,14,1
"cv","model2",4,40,47,16,5,14,0
"cv_1se","model2",4,40,47,14,4,14,1
"cvc","model2",4,40,47,14,4,14,1
"ncv1","model2",4,40,47,14,4,14,1
"ncv2","model2",4,40,47,14,4,14,1
"ncv3","model2",4,40,47,14,4,14,1
"cv","model2",4,40,48,14,4,14,1
"cv_1se","model2",4,40,48,14,4,14,1
"cvc","model2",4,40,48,14,4,14,1
"ncv1","model2",4,40,48,14,4,14,1
"ncv2","model2",4,40,48,14,4,14,1
"ncv3","model2",4,40,48,14,4,14,1
"cv","model2",4,40,49,14,4,14,1
"cv_1se","model2",4,40,49,14,4,14,1
"cvc","model2",4,40,49,14,4,14,1
"ncv1","model2",4,40,49,14,4,14,1
"ncv2","model2",4,40,49,14,4,14,1
"ncv3","model2",4,40,49,14,4,14,1
"cv","model2",4,40,50,14,4,14,1
"cv_1se","model2",4,40,50,14,4,14,1
"cvc","model2",4,40,50,14,4,14,1
"ncv1","model2",4,40,50,14,4,14,1
"ncv2","model2",4,40,50,14,4,14,1
"ncv3","model2",4,40,50,14,4,14,1
"cv","model2",4,40,51,16,5,14,0
"cv_1se","model2",4,40,51,14,4,14,1
"cvc","model2",4,40,51,14,4,14,1
"ncv1","model2",4,40,51,14,4,14,1
"ncv2","model2",4,40,51,14,4,14,1
"ncv3","model2",4,40,51,14,4,14,1
"cv","model2",4,40,52,14,4,14,1
"cv_1se","model2",4,40,52,14,4,14,1
"cvc","model2",4,40,52,14,4,14,1
"ncv1","model2",4,40,52,14,4,14,1
"ncv2","model2",4,40,52,14,4,14,1
"ncv3","model2",4,40,52,14,4,14,1
"cv","model2",4,40,53,16,5,14,0
"cv_1se","model2",4,40,53,16,5,14,0
"cvc","model2",4,40,53,16,5,14,0
"ncv1","model2",4,40,53,14,4,14,1
"ncv2","model2",4,40,53,14,4,14,1
"ncv3","model2",4,40,53,14,4,14,1
"cv","model2",4,40,54,14,4,14,1
"cv_1se","model2",4,40,54,14,4,14,1
"cvc","model2",4,40,54,14,4,14,1
"ncv1","model2",4,40,54,14,4,14,1
"ncv2","model2",4,40,54,14,4,14,1
"ncv3","model2",4,40,54,14,4,14,1
"cv","model2",4,40,55,14,4,14,1
"cv_1se","model2",4,40,55,14,4,14,1
"cvc","model2",4,40,55,14,4,14,1
"ncv1","model2",4,40,55,14,4,14,1
"ncv2","model2",4,40,55,14,4,14,1
"ncv3","model2",4,40,55,14,4,14,1
"cv","model2",4,40,56,14,4,14,1
"cv_1se","model2",4,40,56,14,4,14,1
"cvc","model2",4,40,56,14,4,14,1
"ncv1","model2",4,40,56,14,4,14,1
"ncv2","model2",4,40,56,16,5,14,0
"ncv3","model2",4,40,56,14,4,14,1
"cv","model2",4,40,57,16,5,14,0
"cv_1se","model2",4,40,57,14,4,14,1
"cvc","model2",4,40,57,14,4,14,1
"ncv1","model2",4,40,57,14,4,14,1
"ncv2","model2",4,40,57,14,4,14,1
"ncv3","model2",4,40,57,14,4,14,1
"cv","model2",4,40,58,14,4,14,1
"cv_1se","model2",4,40,58,14,4,14,1
"cvc","model2",4,40,58,14,4,14,1
"ncv1","model2",4,40,58,14,4,14,1
"ncv2","model2",4,40,58,14,4,14,1
"ncv3","model2",4,40,58,14,4,14,1
"cv","model2",4,40,59,14,4,14,1
"cv_1se","model2",4,40,59,14,4,14,1
"cvc","model2",4,40,59,14,4,14,1
"ncv1","model2",4,40,59,14,4,14,1
"ncv2","model2",4,40,59,14,4,14,1
"ncv3","model2",4,40,59,14,4,14,1
"cv","model2",4,40,60,14,4,14,1
"cv_1se","model2",4,40,60,14,4,14,1
"cvc","model2",4,40,60,14,4,14,1
"ncv1","model2",4,40,60,14,4,14,1
"ncv2","model2",4,40,60,14,4,14,1
"ncv3","model2",4,40,60,14,4,14,1
"cv","model2",4,40,61,16,5,14,0
"cv_1se","model2",4,40,61,14,4,14,1
"cvc","model2",4,40,61,14,4,14,1
"ncv1","model2",4,40,61,14,4,14,1
"ncv2","model2",4,40,61,16,5,14,0
"ncv3","model2",4,40,61,14,4,14,1
"cv","model2",4,40,62,16,5,14,0
"cv_1se","model2",4,40,62,14,4,14,1
"cvc","model2",4,40,62,14,4,14,1
"ncv1","model2",4,40,62,14,4,14,1
"ncv2","model2",4,40,62,14,4,14,1
"ncv3","model2",4,40,62,14,4,14,1
"cv","model2",4,40,63,14,4,14,1
"cv_1se","model2",4,40,63,14,4,14,1
"cvc","model2",4,40,63,14,4,14,1
"ncv1","model2",4,40,63,14,4,14,1
"ncv2","model2",4,40,63,14,4,14,1
"ncv3","model2",4,40,63,14,4,14,1
"cv","model2",4,40,64,14,4,14,1
"cv_1se","model2",4,40,64,14,4,14,1
"cvc","model2",4,40,64,14,4,14,1
"ncv1","model2",4,40,64,14,4,14,1
"ncv2","model2",4,40,64,14,4,14,1
"ncv3","model2",4,40,64,14,4,14,1
"cv","model2",4,40,65,14,4,14,1
"cv_1se","model2",4,40,65,14,4,14,1
"cvc","model2",4,40,65,14,4,14,1
"ncv1","model2",4,40,65,14,4,14,1
"ncv2","model2",4,40,65,14,4,14,1
"ncv3","model2",4,40,65,14,4,14,1
"cv","model2",4,40,66,14,4,14,1
"cv_1se","model2",4,40,66,14,4,14,1
"cvc","model2",4,40,66,14,4,14,1
"ncv1","model2",4,40,66,14,4,14,1
"ncv2","model2",4,40,66,14,4,14,1
"ncv3","model2",4,40,66,14,4,14,1
"cv","model2",4,40,67,14,4,14,1
"cv_1se","model2",4,40,67,14,4,14,1
"cvc","model2",4,40,67,14,4,14,1
"ncv1","model2",4,40,67,14,4,14,1
"ncv2","model2",4,40,67,14,4,14,1
"ncv3","model2",4,40,67,14,4,14,1
"cv","model2",4,40,68,16,5,14,0
"cv_1se","model2",4,40,68,16,5,14,0
"cvc","model2",4,40,68,14,4,14,1
"ncv1","model2",4,40,68,16,5,14,0
"ncv2","model2",4,40,68,16,5,14,0
"ncv3","model2",4,40,68,16,5,14,0
"cv","model2",4,40,69,14,4,14,1
"cv_1se","model2",4,40,69,14,4,14,1
"cvc","model2",4,40,69,14,4,14,1
"ncv1","model2",4,40,69,14,4,14,1
"ncv2","model2",4,40,69,14,4,14,1
"ncv3","model2",4,40,69,14,4,14,1
"cv","model2",4,40,70,14,4,14,1
"cv_1se","model2",4,40,70,14,4,14,1
"cvc","model2",4,40,70,14,4,14,1
"ncv1","model2",4,40,70,14,4,14,1
"ncv2","model2",4,40,70,14,4,14,1
"ncv3","model2",4,40,70,14,4,14,1
"cv","model2",4,40,71,14,4,14,1
"cv_1se","model2",4,40,71,14,4,14,1
"cvc","model2",4,40,71,14,4,14,1
"ncv1","model2",4,40,71,14,4,14,1
"ncv2","model2",4,40,71,14,4,14,1
"ncv3","model2",4,40,71,14,4,14,1
"cv","model2",4,40,72,14,4,14,1
"cv_1se","model2",4,40,72,14,4,14,1
"cvc","model2",4,40,72,14,4,14,1
"ncv1","model2",4,40,72,14,4,14,1
"ncv2","model2",4,40,72,14,4,14,1
"ncv3","model2",4,40,72,14,4,14,1
"cv","model2",4,40,73,16,5,14,0
"cv_1se","model2",4,40,73,14,4,14,1
"cvc","model2",4,40,73,14,4,14,1
"ncv1","model2",4,40,73,14,4,14,1
"ncv2","model2",4,40,73,16,5,14,0
"ncv3","model2",4,40,73,14,4,14,1
"cv","model2",4,40,74,14,4,14,1
"cv_1se","model2",4,40,74,14,4,14,1
"cvc","model2",4,40,74,14,4,14,1
"ncv1","model2",4,40,74,14,4,14,1
"ncv2","model2",4,40,74,14,4,14,1
"ncv3","model2",4,40,74,14,4,14,1
"cv","model2",4,40,75,14,4,14,1
"cv_1se","model2",4,40,75,14,4,14,1
"cvc","model2",4,40,75,14,4,14,1
"ncv1","model2",4,40,75,14,4,14,1
"ncv2","model2",4,40,75,14,4,14,1
"ncv3","model2",4,40,75,14,4,14,1
"cv","model2",4,40,76,16,5,14,0
"cv_1se","model2",4,40,76,14,4,14,1
"cvc","model2",4,40,76,14,4,14,1
"ncv1","model2",4,40,76,14,4,14,1
"ncv2","model2",4,40,76,14,4,14,1
"ncv3","model2",4,40,76,14,4,14,1
"cv","model2",4,40,77,14,4,14,1
"cv_1se","model2",4,40,77,14,4,14,1
"cvc","model2",4,40,77,14,4,14,1
"ncv1","model2",4,40,77,14,4,14,1
"ncv2","model2",4,40,77,14,4,14,1
"ncv3","model2",4,40,77,14,4,14,1
"cv","model2",4,40,78,14,4,14,1
"cv_1se","model2",4,40,78,14,4,14,1
"cvc","model2",4,40,78,14,4,14,1
"ncv1","model2",4,40,78,14,4,14,1
"ncv2","model2",4,40,78,14,4,14,1
"ncv3","model2",4,40,78,14,4,14,1
"cv","model2",4,40,79,14,4,14,1
"cv_1se","model2",4,40,79,14,4,14,1
"cvc","model2",4,40,79,14,4,14,1
"ncv1","model2",4,40,79,14,4,14,1
"ncv2","model2",4,40,79,14,4,14,1
"ncv3","model2",4,40,79,14,4,14,1
"cv","model2",4,40,80,16,5,14,0
"cv_1se","model2",4,40,80,14,4,14,1
"cvc","model2",4,40,80,14,4,14,1
"ncv1","model2",4,40,80,14,4,14,1
"ncv2","model2",4,40,80,14,4,14,1
"ncv3","model2",4,40,80,14,4,14,1
"cv","model2",4,40,81,14,4,14,1
"cv_1se","model2",4,40,81,14,4,14,1
"cvc","model2",4,40,81,14,4,14,1
"ncv1","model2",4,40,81,14,4,14,1
"ncv2","model2",4,40,81,14,4,14,1
"ncv3","model2",4,40,81,14,4,14,1
"cv","model2",4,40,82,14,4,14,1
"cv_1se","model2",4,40,82,14,4,14,1
"cvc","model2",4,40,82,14,4,14,1
"ncv1","model2",4,40,82,14,4,14,1
"ncv2","model2",4,40,82,14,4,14,1
"ncv3","model2",4,40,82,14,4,14,1
"cv","model2",4,40,83,14,4,14,1
"cv_1se","model2",4,40,83,14,4,14,1
"cvc","model2",4,40,83,14,4,14,1
"ncv1","model2",4,40,83,14,4,14,1
"ncv2","model2",4,40,83,14,4,14,1
"ncv3","model2",4,40,83,14,4,14,1
"cv","model2",4,40,84,16,5,14,0
"cv_1se","model2",4,40,84,14,4,14,1
"cvc","model2",4,40,84,14,4,14,1
"ncv1","model2",4,40,84,14,4,14,1
"ncv2","model2",4,40,84,14,4,14,1
"ncv3","model2",4,40,84,14,4,14,1
"cv","model2",4,40,85,14,4,14,1
"cv_1se","model2",4,40,85,14,4,14,1
"cvc","model2",4,40,85,14,4,14,1
"ncv1","model2",4,40,85,14,4,14,1
"ncv2","model2",4,40,85,14,4,14,1
"ncv3","model2",4,40,85,14,4,14,1
"cv","model2",4,40,86,14,4,14,1
"cv_1se","model2",4,40,86,14,4,14,1
"cvc","model2",4,40,86,14,4,14,1
"ncv1","model2",4,40,86,14,4,14,1
"ncv2","model2",4,40,86,14,4,14,1
"ncv3","model2",4,40,86,14,4,14,1
"cv","model2",4,40,87,16,5,14,0
"cv_1se","model2",4,40,87,14,4,14,1
"cvc","model2",4,40,87,14,4,14,1
"ncv1","model2",4,40,87,14,4,14,1
"ncv2","model2",4,40,87,16,5,14,0
"ncv3","model2",4,40,87,14,4,14,1
"cv","model2",4,40,88,16,5,14,0
"cv_1se","model2",4,40,88,14,4,14,1
"cvc","model2",4,40,88,14,4,14,1
"ncv1","model2",4,40,88,14,4,14,1
"ncv2","model2",4,40,88,14,4,14,1
"ncv3","model2",4,40,88,14,4,14,1
"cv","model2",4,40,89,14,4,14,1
"cv_1se","model2",4,40,89,14,4,14,1
"cvc","model2",4,40,89,14,4,14,1
"ncv1","model2",4,40,89,14,4,14,1
"ncv2","model2",4,40,89,14,4,14,1
"ncv3","model2",4,40,89,14,4,14,1
"cv","model2",4,40,90,14,4,14,1
"cv_1se","model2",4,40,90,14,4,14,1
"cvc","model2",4,40,90,14,4,14,1
"ncv1","model2",4,40,90,14,4,14,1
"ncv2","model2",4,40,90,14,4,14,1
"ncv3","model2",4,40,90,14,4,14,1
"cv","model2",4,40,91,14,4,14,1
"cv_1se","model2",4,40,91,14,4,14,1
"cvc","model2",4,40,91,14,4,14,1
"ncv1","model2",4,40,91,14,4,14,1
"ncv2","model2",4,40,91,14,4,14,1
"ncv3","model2",4,40,91,14,4,14,1
"cv","model2",4,40,92,14,4,14,1
"cv_1se","model2",4,40,92,14,4,14,1
"cvc","model2",4,40,92,14,4,14,1
"ncv1","model2",4,40,92,14,4,14,1
"ncv2","model2",4,40,92,14,4,14,1
"ncv3","model2",4,40,92,14,4,14,1
"cv","model2",4,40,93,16,5,14,0
"cv_1se","model2",4,40,93,14,4,14,1
"cvc","model2",4,40,93,14,4,14,1
"ncv1","model2",4,40,93,14,4,14,1
"ncv2","model2",4,40,93,14,4,14,1
"ncv3","model2",4,40,93,14,4,14,1
"cv","model2",4,40,94,14,4,14,1
"cv_1se","model2",4,40,94,14,4,14,1
"cvc","model2",4,40,94,14,4,14,1
"ncv1","model2",4,40,94,14,4,14,1
"ncv2","model2",4,40,94,14,4,14,1
"ncv3","model2",4,40,94,14,4,14,1
"cv","model2",4,40,95,14,4,14,1
"cv_1se","model2",4,40,95,14,4,14,1
"cvc","model2",4,40,95,14,4,14,1
"ncv1","model2",4,40,95,14,4,14,1
"ncv2","model2",4,40,95,14,4,14,1
"ncv3","model2",4,40,95,14,4,14,1
"cv","model2",4,40,96,14,4,14,1
"cv_1se","model2",4,40,96,14,4,14,1
"cvc","model2",4,40,96,14,4,14,1
"ncv1","model2",4,40,96,14,4,14,1
"ncv2","model2",4,40,96,14,4,14,1
"ncv3","model2",4,40,96,14,4,14,1
"cv","model2",4,40,97,16,5,14,0
"cv_1se","model2",4,40,97,14,4,14,1
"cvc","model2",4,40,97,14,4,14,1
"ncv1","model2",4,40,97,14,4,14,1
"ncv2","model2",4,40,97,14,4,14,1
"ncv3","model2",4,40,97,14,4,14,1
"cv","model2",4,40,98,14,4,14,1
"cv_1se","model2",4,40,98,14,4,14,1
"cvc","model2",4,40,98,14,4,14,1
"ncv1","model2",4,40,98,14,4,14,1
"ncv2","model2",4,40,98,14,4,14,1
"ncv3","model2",4,40,98,14,4,14,1
"cv","model2",4,40,99,14,4,14,1
"cv_1se","model2",4,40,99,14,4,14,1
"cvc","model2",4,40,99,14,4,14,1
"ncv1","model2",4,40,99,14,4,14,1
"ncv2","model2",4,40,99,14,4,14,1
"ncv3","model2",4,40,99,14,4,14,1
"cv","model2",4,40,100,14,4,14,1
"cv_1se","model2",4,40,100,14,4,14,1
"cvc","model2",4,40,100,14,4,14,1
"ncv1","model2",4,40,100,14,4,14,1
"ncv2","model2",4,40,100,14,4,14,1
"ncv3","model2",4,40,100,14,4,14,1
"cv","model2",4,80,1,14,4,14,1
"cv_1se","model2",4,80,1,14,4,14,1
"cvc","model2",4,80,1,14,4,14,1
"ncv1","model2",4,80,1,14,4,14,1
"ncv2","model2",4,80,1,14,4,14,1
"ncv3","model2",4,80,1,14,4,14,1
"cv","model2",4,80,2,14,4,14,1
"cv_1se","model2",4,80,2,14,4,14,1
"cvc","model2",4,80,2,14,4,14,1
"ncv1","model2",4,80,2,14,4,14,1
"ncv2","model2",4,80,2,14,4,14,1
"ncv3","model2",4,80,2,14,4,14,1
"cv","model2",4,80,3,14,4,14,1
"cv_1se","model2",4,80,3,14,4,14,1
"cvc","model2",4,80,3,14,4,14,1
"ncv1","model2",4,80,3,14,4,14,1
"ncv2","model2",4,80,3,14,4,14,1
"ncv3","model2",4,80,3,14,4,14,1
"cv","model2",4,80,4,16,5,14,0
"cv_1se","model2",4,80,4,14,4,14,1
"cvc","model2",4,80,4,14,4,14,1
"ncv1","model2",4,80,4,14,4,14,1
"ncv2","model2",4,80,4,16,5,14,0
"ncv3","model2",4,80,4,14,4,14,1
"cv","model2",4,80,5,14,4,14,1
"cv_1se","model2",4,80,5,14,4,14,1
"cvc","model2",4,80,5,14,4,14,1
"ncv1","model2",4,80,5,14,4,14,1
"ncv2","model2",4,80,5,14,4,14,1
"ncv3","model2",4,80,5,14,4,14,1
"cv","model2",4,80,6,14,4,14,1
"cv_1se","model2",4,80,6,14,4,14,1
"cvc","model2",4,80,6,14,4,14,1
"ncv1","model2",4,80,6,14,4,14,1
"ncv2","model2",4,80,6,14,4,14,1
"ncv3","model2",4,80,6,14,4,14,1
"cv","model2",4,80,7,14,4,14,1
"cv_1se","model2",4,80,7,14,4,14,1
"cvc","model2",4,80,7,14,4,14,1
"ncv1","model2",4,80,7,14,4,14,1
"ncv2","model2",4,80,7,14,4,14,1
"ncv3","model2",4,80,7,14,4,14,1
"cv","model2",4,80,8,14,4,14,1
"cv_1se","model2",4,80,8,14,4,14,1
"cvc","model2",4,80,8,14,4,14,1
"ncv1","model2",4,80,8,14,4,14,1
"ncv2","model2",4,80,8,14,4,14,1
"ncv3","model2",4,80,8,14,4,14,1
"cv","model2",4,80,9,14,4,14,1
"cv_1se","model2",4,80,9,14,4,14,1
"cvc","model2",4,80,9,14,4,14,1
"ncv1","model2",4,80,9,14,4,14,1
"ncv2","model2",4,80,9,14,4,14,1
"ncv3","model2",4,80,9,14,4,14,1
"cv","model2",4,80,10,16,5,14,0
"cv_1se","model2",4,80,10,14,4,14,1
"cvc","model2",4,80,10,14,4,14,1
"ncv1","model2",4,80,10,14,4,14,1
"ncv2","model2",4,80,10,16,5,14,0
"ncv3","model2",4,80,10,14,4,14,1
"cv","model2",4,80,11,14,4,14,1
"cv_1se","model2",4,80,11,14,4,14,1
"cvc","model2",4,80,11,14,4,14,1
"ncv1","model2",4,80,11,14,4,14,1
"ncv2","model2",4,80,11,14,4,14,1
"ncv3","model2",4,80,11,14,4,14,1
"cv","model2",4,80,12,14,4,14,1
"cv_1se","model2",4,80,12,14,4,14,1
"cvc","model2",4,80,12,14,4,14,1
"ncv1","model2",4,80,12,14,4,14,1
"ncv2","model2",4,80,12,14,4,14,1
"ncv3","model2",4,80,12,14,4,14,1
"cv","model2",4,80,13,14,4,14,1
"cv_1se","model2",4,80,13,14,4,14,1
"cvc","model2",4,80,13,14,4,14,1
"ncv1","model2",4,80,13,14,4,14,1
"ncv2","model2",4,80,13,14,4,14,1
"ncv3","model2",4,80,13,14,4,14,1
"cv","model2",4,80,14,14,4,14,1
"cv_1se","model2",4,80,14,14,4,14,1
"cvc","model2",4,80,14,14,4,14,1
"ncv1","model2",4,80,14,14,4,14,1
"ncv2","model2",4,80,14,14,4,14,1
"ncv3","model2",4,80,14,14,4,14,1
"cv","model2",4,80,15,14,4,14,1
"cv_1se","model2",4,80,15,14,4,14,1
"cvc","model2",4,80,15,14,4,14,1
"ncv1","model2",4,80,15,14,4,14,1
"ncv2","model2",4,80,15,14,4,14,1
"ncv3","model2",4,80,15,14,4,14,1
"cv","model2",4,80,16,16,5,14,0
"cv_1se","model2",4,80,16,14,4,14,1
"cvc","model2",4,80,16,14,4,14,1
"ncv1","model2",4,80,16,14,4,14,1
"ncv2","model2",4,80,16,16,5,14,0
"ncv3","model2",4,80,16,14,4,14,1
"cv","model2",4,80,17,14,4,14,1
"cv_1se","model2",4,80,17,14,4,14,1
"cvc","model2",4,80,17,14,4,14,1
"ncv1","model2",4,80,17,14,4,14,1
"ncv2","model2",4,80,17,14,4,14,1
"ncv3","model2",4,80,17,14,4,14,1
"cv","model2",4,80,18,14,4,14,1
"cv_1se","model2",4,80,18,14,4,14,1
"cvc","model2",4,80,18,14,4,14,1
"ncv1","model2",4,80,18,14,4,14,1
"ncv2","model2",4,80,18,14,4,14,1
"ncv3","model2",4,80,18,14,4,14,1
"cv","model2",4,80,19,14,4,14,1
"cv_1se","model2",4,80,19,14,4,14,1
"cvc","model2",4,80,19,14,4,14,1
"ncv1","model2",4,80,19,14,4,14,1
"ncv2","model2",4,80,19,14,4,14,1
"ncv3","model2",4,80,19,14,4,14,1
"cv","model2",4,80,20,14,4,14,1
"cv_1se","model2",4,80,20,14,4,14,1
"cvc","model2",4,80,20,14,4,14,1
"ncv1","model2",4,80,20,14,4,14,1
"ncv2","model2",4,80,20,14,4,14,1
"ncv3","model2",4,80,20,14,4,14,1
"cv","model2",4,80,21,14,4,14,1
"cv_1se","model2",4,80,21,14,4,14,1
"cvc","model2",4,80,21,14,4,14,1
"ncv1","model2",4,80,21,14,4,14,1
"ncv2","model2",4,80,21,14,4,14,1
"ncv3","model2",4,80,21,14,4,14,1
"cv","model2",4,80,22,14,4,14,1
"cv_1se","model2",4,80,22,14,4,14,1
"cvc","model2",4,80,22,14,4,14,1
"ncv1","model2",4,80,22,14,4,14,1
"ncv2","model2",4,80,22,14,4,14,1
"ncv3","model2",4,80,22,14,4,14,1
"cv","model2",4,80,23,14,4,14,1
"cv_1se","model2",4,80,23,14,4,14,1
"cvc","model2",4,80,23,14,4,14,1
"ncv1","model2",4,80,23,14,4,14,1
"ncv2","model2",4,80,23,14,4,14,1
"ncv3","model2",4,80,23,14,4,14,1
"cv","model2",4,80,24,16,5,14,0
"cv_1se","model2",4,80,24,14,4,14,1
"cvc","model2",4,80,24,14,4,14,1
"ncv1","model2",4,80,24,14,4,14,1
"ncv2","model2",4,80,24,16,5,14,0
"ncv3","model2",4,80,24,14,4,14,1
"cv","model2",4,80,25,14,4,14,1
"cv_1se","model2",4,80,25,14,4,14,1
"cvc","model2",4,80,25,14,4,14,1
"ncv1","model2",4,80,25,14,4,14,1
"ncv2","model2",4,80,25,14,4,14,1
"ncv3","model2",4,80,25,14,4,14,1
"cv","model2",4,80,26,14,4,14,1
"cv_1se","model2",4,80,26,14,4,14,1
"cvc","model2",4,80,26,14,4,14,1
"ncv1","model2",4,80,26,14,4,14,1
"ncv2","model2",4,80,26,14,4,14,1
"ncv3","model2",4,80,26,14,4,14,1
"cv","model2",4,80,27,14,4,14,1
"cv_1se","model2",4,80,27,14,4,14,1
"cvc","model2",4,80,27,14,4,14,1
"ncv1","model2",4,80,27,14,4,14,1
"ncv2","model2",4,80,27,14,4,14,1
"ncv3","model2",4,80,27,14,4,14,1
"cv","model2",4,80,28,14,4,14,1
"cv_1se","model2",4,80,28,14,4,14,1
"cvc","model2",4,80,28,14,4,14,1
"ncv1","model2",4,80,28,14,4,14,1
"ncv2","model2",4,80,28,14,4,14,1
"ncv3","model2",4,80,28,14,4,14,1
"cv","model2",4,80,29,14,4,14,1
"cv_1se","model2",4,80,29,14,4,14,1
"cvc","model2",4,80,29,14,4,14,1
"ncv1","model2",4,80,29,14,4,14,1
"ncv2","model2",4,80,29,16,5,14,0
"ncv3","model2",4,80,29,14,4,14,1
"cv","model2",4,80,30,14,4,14,1
"cv_1se","model2",4,80,30,14,4,14,1
"cvc","model2",4,80,30,14,4,14,1
"ncv1","model2",4,80,30,14,4,14,1
"ncv2","model2",4,80,30,14,4,14,1
"ncv3","model2",4,80,30,14,4,14,1
"cv","model2",4,80,31,14,4,14,1
"cv_1se","model2",4,80,31,14,4,14,1
"cvc","model2",4,80,31,14,4,14,1
"ncv1","model2",4,80,31,14,4,14,1
"ncv2","model2",4,80,31,14,4,14,1
"ncv3","model2",4,80,31,14,4,14,1
"cv","model2",4,80,32,14,4,14,1
"cv_1se","model2",4,80,32,14,4,14,1
"cvc","model2",4,80,32,14,4,14,1
"ncv1","model2",4,80,32,14,4,14,1
"ncv2","model2",4,80,32,14,4,14,1
"ncv3","model2",4,80,32,14,4,14,1
"cv","model2",4,80,33,14,4,14,1
"cv_1se","model2",4,80,33,14,4,14,1
"cvc","model2",4,80,33,14,4,14,1
"ncv1","model2",4,80,33,14,4,14,1
"ncv2","model2",4,80,33,14,4,14,1
"ncv3","model2",4,80,33,14,4,14,1
"cv","model2",4,80,34,14,4,14,1
"cv_1se","model2",4,80,34,14,4,14,1
"cvc","model2",4,80,34,14,4,14,1
"ncv1","model2",4,80,34,14,4,14,1
"ncv2","model2",4,80,34,14,4,14,1
"ncv3","model2",4,80,34,14,4,14,1
"cv","model2",4,80,35,14,4,14,1
"cv_1se","model2",4,80,35,14,4,14,1
"cvc","model2",4,80,35,14,4,14,1
"ncv1","model2",4,80,35,14,4,14,1
"ncv2","model2",4,80,35,14,4,14,1
"ncv3","model2",4,80,35,14,4,14,1
"cv","model2",4,80,36,14,4,14,1
"cv_1se","model2",4,80,36,14,4,14,1
"cvc","model2",4,80,36,14,4,14,1
"ncv1","model2",4,80,36,14,4,14,1
"ncv2","model2",4,80,36,14,4,14,1
"ncv3","model2",4,80,36,14,4,14,1
"cv","model2",4,80,37,14,4,14,1
"cv_1se","model2",4,80,37,14,4,14,1
"cvc","model2",4,80,37,14,4,14,1
"ncv1","model2",4,80,37,14,4,14,1
"ncv2","model2",4,80,37,14,4,14,1
"ncv3","model2",4,80,37,14,4,14,1
"cv","model2",4,80,38,14,4,14,1
"cv_1se","model2",4,80,38,14,4,14,1
"cvc","model2",4,80,38,14,4,14,1
"ncv1","model2",4,80,38,14,4,14,1
"ncv2","model2",4,80,38,14,4,14,1
"ncv3","model2",4,80,38,14,4,14,1
"cv","model2",4,80,39,14,4,14,1
"cv_1se","model2",4,80,39,14,4,14,1
"cvc","model2",4,80,39,14,4,14,1
