"method","alpha","model_name","sigma2","n","rep","selected_model_id","selected_size","true_model_id","correct","acv_size","tie_size_min"
"cv",NA,"model2",4,80,70,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,70,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,70,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,70,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,70,NA,4,14,1,2,1
"cv",NA,"model2",4,80,71,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,71,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,71,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,71,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,71,NA,4,14,1,2,1
"cv",NA,"model2",4,80,72,16,5,14,0,NA,NA
"bic",NA,"model2",4,80,72,16,5,14,0,NA,NA
"fy",0.05,"model2",4,80,72,16,5,14,0,1,NA
"cvc_pmax",0.05,"model2",4,80,72,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,72,NA,4,14,1,2,1
"cv",NA,"model2",4,80,73,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,73,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,73,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,73,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,73,NA,4,14,1,2,1
"cv",NA,"model2",4,80,74,16,5,14,0,NA,NA
"bic",NA,"model2",4,80,74,16,5,14,0,NA,NA
"fy",0.05,"model2",4,80,74,16,5,14,0,1,NA
"cvc_pmax",0.05,"model2",4,80,74,16,5,14,0,1,1
"cvc_frac",0.05,"model2",4,80,74,NA,5,14,0,1,1
"cv",NA,"model2",4,80,75,16,5,14,0,NA,NA
"bic",NA,"model2",4,80,75,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,75,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,75,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,75,NA,4,14,1,2,1
"cv",NA,"model2",4,80,76,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,76,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,76,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,76,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,76,NA,4,14,1,2,1
"cv",NA,"model2",4,80,77,16,5,14,0,NA,NA
"bic",NA,"model2",4,80,77,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,77,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,77,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,77,NA,4,14,1,2,1
"cv",NA,"model2",4,80,78,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,78,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,78,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,78,14,4,14,1,1,1
"cvc_frac",0.05,"model2",4,80,78,NA,4,14,1,1,1
"cv",NA,"model2",4,80,79,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,79,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,79,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,79,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,79,NA,4,14,1,2,1
"cv",NA,"model2",4,80,80,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,80,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,80,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,80,14,4,14,1,1,1
"cvc_frac",0.05,"model2",4,80,80,NA,4,14,1,1,1
"cv",NA,"model2",4,80,81,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,81,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,81,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,81,14,4,14,1,1,1
"cvc_frac",0.05,"model2",4,80,81,NA,4,14,1,1,1
"cv",NA,"model2",4,80,82,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,82,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,82,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,82,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,82,NA,4,14,1,2,1
"cv",NA,"model2",4,80,83,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,83,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,83,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,83,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,83,NA,4,14,1,2,1
"cv",NA,"model2",4,80,84,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,84,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,84,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,84,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,84,NA,4,14,1,2,1
"cv",NA,"model2",4,80,85,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,85,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,85,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,85,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,85,NA,4,14,1,2,1
"cv",NA,"model2",4,80,86,16,5,14,0,NA,NA
"bic",NA,"model2",4,80,86,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,86,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,86,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,86,NA,4,14,1,2,1
"cv",NA,"model2",4,80,87,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,87,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,87,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,87,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,87,NA,4,14,1,2,1
"cv",NA,"model2",4,80,88,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,88,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,88,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,88,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,88,NA,4,14,1,2,1
"cv",NA,"model2",4,80,89,16,5,14,0,NA,NA
"bic",NA,"model2",4,80,89,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,89,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,89,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,89,NA,4,14,1,2,1
"cv",NA,"model2",4,80,90,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,90,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,90,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,90,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,90,NA,4,14,1,2,1
"cv",NA,"model2",4,80,91,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,91,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,91,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,91,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,91,NA,4,14,1,2,1
"cv",NA,"model2",4,80,92,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,92,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,92,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,92,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,92,NA,4,14,1,2,1
"cv",NA,"model2",4,80,93,16,5,14,0,NA,NA
"bic",NA,"model2",4,80,93,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,93,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,93,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,93,NA,4,14,1,2,1
"cv",NA,"model2",4,80,94,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,94,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,94,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,94,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,94,NA,4,14,1,2,1
"cv",NA,"model2",4,80,95,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,95,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,95,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,95,14,4,14,1,1,1
"cvc_frac",0.05,"model2",4,80,95,NA,4,14,1,1,1
"cv",NA,"model2",4,80,96,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,96,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,96,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,96,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,96,NA,4,14,1,2,1
"cv",NA,"model2",4,80,97,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,97,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,97,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,97,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,97,NA,4,14,1,2,1
"cv",NA,"model2",4,80,98,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,98,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,98,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,98,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,98,NA,4,14,1,2,1
"cv",NA,"model2",4,80,99,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,99,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,99,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,99,14,4,14,1,1,1
"cvc_frac",0.05,"model2",4,80,99,NA,4,14,1,1,1
"cv",NA,"model2",4,80,100,14,4,14,1,NA,NA
"bic",NA,"model2",4,80,100,14,4,14,1,NA,NA
"fy",0.05,"model2",4,80,100,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,80,100,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,80,100,NA,4,14,1,2,1
"cv",NA,"model2",4,160,1,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,1,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,1,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,1,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,1,NA,4,14,1,2,1
"cv",NA,"model2",4,160,2,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,2,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,2,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,2,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,2,NA,4,14,1,2,1
"cv",NA,"model2",4,160,3,16,5,14,0,NA,NA
"bic",NA,"model2",4,160,3,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,3,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,3,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,3,NA,4,14,1,2,1
"cv",NA,"model2",4,160,4,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,4,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,4,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,4,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,4,NA,4,14,1,2,1
"cv",NA,"model2",4,160,5,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,5,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,5,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,5,14,4,14,1,1,1
"cvc_frac",0.05,"model2",4,160,5,NA,4,14,1,1,1
"cv",NA,"model2",4,160,6,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,6,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,6,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,6,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,6,NA,4,14,1,2,1
"cv",NA,"model2",4,160,7,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,7,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,7,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,7,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,7,NA,4,14,1,2,1
"cv",NA,"model2",4,160,8,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,8,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,8,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,8,14,4,14,1,1,1
"cvc_frac",0.05,"model2",4,160,8,NA,4,14,1,1,1
"cv",NA,"model2",4,160,9,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,9,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,9,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,9,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,9,NA,4,14,1,2,1
"cv",NA,"model2",4,160,10,16,5,14,0,NA,NA
"bic",NA,"model2",4,160,10,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,10,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,10,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,10,NA,4,14,1,2,1
"cv",NA,"model2",4,160,11,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,11,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,11,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,11,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,11,NA,4,14,1,2,1
"cv",NA,"model2",4,160,12,16,5,14,0,NA,NA
"bic",NA,"model2",4,160,12,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,12,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,12,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,12,NA,4,14,1,2,1
"cv",NA,"model2",4,160,13,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,13,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,13,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,13,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,13,NA,4,14,1,2,1
"cv",NA,"model2",4,160,14,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,14,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,14,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,14,14,4,14,1,1,1
"cvc_frac",0.05,"model2",4,160,14,NA,4,14,1,1,1
"cv",NA,"model2",4,160,15,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,15,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,15,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,15,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,15,NA,4,14,1,2,1
"cv",NA,"model2",4,160,16,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,16,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,16,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,16,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,16,NA,4,14,1,2,1
"cv",NA,"model2",4,160,17,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,17,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,17,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,17,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,17,NA,4,14,1,2,1
"cv",NA,"model2",4,160,18,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,18,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,18,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,18,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,18,NA,4,14,1,2,1
"cv",NA,"model2",4,160,19,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,19,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,19,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,19,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,19,NA,4,14,1,2,1
"cv",NA,"model2",4,160,20,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,20,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,20,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,20,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,20,NA,4,14,1,2,1
"cv",NA,"model2",4,160,21,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,21,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,21,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,21,14,4,14,1,1,1
"cvc_frac",0.05,"model2",4,160,21,NA,4,14,1,1,1
"cv",NA,"model2",4,160,22,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,22,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,22,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,22,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,22,NA,4,14,1,2,1
"cv",NA,"model2",4,160,23,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,23,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,23,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,23,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,23,NA,4,14,1,2,1
"cv",NA,"model2",4,160,24,16,5,14,0,NA,NA
"bic",NA,"model2",4,160,24,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,24,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,24,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,24,NA,4,14,1,2,1
"cv",NA,"model2",4,160,25,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,25,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,25,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,25,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,25,NA,4,14,1,2,1
"cv",NA,"model2",4,160,26,16,5,14,0,NA,NA
"bic",NA,"model2",4,160,26,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,26,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,26,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,26,NA,4,14,1,2,1
"cv",NA,"model2",4,160,27,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,27,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,27,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,27,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,27,NA,4,14,1,2,1
"cv",NA,"model2",4,160,28,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,28,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,28,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,28,14,4,14,1,1,1
"cvc_frac",0.05,"model2",4,160,28,NA,4,14,1,1,1
"cv",NA,"model2",4,160,29,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,29,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,29,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,29,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,29,NA,4,14,1,2,1
"cv",NA,"model2",4,160,30,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,30,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,30,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,30,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,30,NA,4,14,1,2,1
"cv",NA,"model2",4,160,31,16,5,14,0,NA,NA
"bic",NA,"model2",4,160,31,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,31,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,31,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,31,NA,4,14,1,2,1
"cv",NA,"model2",4,160,32,16,5,14,0,NA,NA
"bic",NA,"model2",4,160,32,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,32,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,32,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,32,NA,4,14,1,2,1
"cv",NA,"model2",4,160,33,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,33,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,33,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,33,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,33,NA,4,14,1,2,1
"cv",NA,"model2",4,160,34,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,34,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,34,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,34,14,4,14,1,1,1
"cvc_frac",0.05,"model2",4,160,34,NA,4,14,1,1,1
"cv",NA,"model2",4,160,35,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,35,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,35,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,35,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,35,NA,4,14,1,2,1
"cv",NA,"model2",4,160,36,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,36,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,36,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,36,14,4,14,1,1,1
"cvc_frac",0.05,"model2",4,160,36,NA,4,14,1,1,1
"cv",NA,"model2",4,160,37,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,37,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,37,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,37,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,37,NA,4,14,1,2,1
"cv",NA,"model2",4,160,38,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,38,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,38,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,38,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,38,NA,4,14,1,2,1
"cv",NA,"model2",4,160,39,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,39,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,39,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,39,14,4,14,1,1,1
"cvc_frac",0.05,"model2",4,160,39,NA,4,14,1,1,1
"cv",NA,"model2",4,160,40,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,40,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,40,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,40,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,40,NA,4,14,1,2,1
"cv",NA,"model2",4,160,41,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,41,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,41,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,41,14,4,14,1,1,1
"cvc_frac",0.05,"model2",4,160,41,NA,4,14,1,1,1
"cv",NA,"model2",4,160,42,16,5,14,0,NA,NA
"bic",NA,"model2",4,160,42,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,42,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,42,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,42,NA,4,14,1,2,1
"cv",NA,"model2",4,160,43,16,5,14,0,NA,NA
"bic",NA,"model2",4,160,43,16,5,14,0,NA,NA
"fy",0.05,"model2",4,160,43,16,5,14,0,1,NA
"cvc_pmax",0.05,"model2",4,160,43,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,43,NA,4,14,1,2,1
"cv",NA,"model2",4,160,44,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,44,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,44,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,44,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,44,NA,4,14,1,2,1
"cv",NA,"model2",4,160,45,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,45,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,45,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,45,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,45,NA,4,14,1,2,1
"cv",NA,"model2",4,160,46,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,46,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,46,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,46,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,46,NA,4,14,1,2,1
"cv",NA,"model2",4,160,47,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,47,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,47,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,47,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,47,NA,4,14,1,2,1
"cv",NA,"model2",4,160,48,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,48,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,48,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,48,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,48,NA,4,14,1,2,1
"cv",NA,"model2",4,160,49,16,5,14,0,NA,NA
"bic",NA,"model2",4,160,49,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,49,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,49,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,49,NA,4,14,1,2,1
"cv",NA,"model2",4,160,50,16,5,14,0,NA,NA
"bic",NA,"model2",4,160,50,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,50,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,50,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,50,NA,4,14,1,2,1
"cv",NA,"model2",4,160,51,16,5,14,0,NA,NA
"bic",NA,"model2",4,160,51,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,51,16,5,14,0,1,NA
"cvc_pmax",0.05,"model2",4,160,51,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,51,NA,4,14,1,2,1
"cv",NA,"model2",4,160,52,16,5,14,0,NA,NA
"bic",NA,"model2",4,160,52,16,5,14,0,NA,NA
"fy",0.05,"model2",4,160,52,16,5,14,0,1,NA
"cvc_pmax",0.05,"model2",4,160,52,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,52,NA,4,14,1,2,1
"cv",NA,"model2",4,160,53,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,53,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,53,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,53,14,4,14,1,1,1
"cvc_frac",0.05,"model2",4,160,53,NA,4,14,1,1,1
"cv",NA,"model2",4,160,54,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,54,14,4,14,1,NA,NA
"fy",0.05,"model2",4,160,54,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",4,160,54,14,4,14,1,2,1
"cvc_frac",0.05,"model2",4,160,54,NA,4,14,1,2,1
"cv",NA,"model2",4,160,55,14,4,14,1,NA,NA
"bic",NA,"model2",4,160,55,14,4,14,1,NA,NA
